project_id,attendance,study_hours,previous_performance,task_completion,pending_tasks,missed_deadlines,milestone_completion,days_remaining,team_size,project_type,planned_tasks,completed_tasks,project_progress,delay_risk
PROJ-0264,75.8,7.6,64.7,39.1,14,2,33.3,22,1,AI,23,9,67.8,HIGH
PROJ-0265,91.3,28.0,69.3,57.1,3,2,53.7,33,4,Mobile,7,4,58.9,LOW
PROJ-0266,79.1,9.3,76.4,61.9,8,2,45.5,1,7,IoT,21,13,50.5,MEDIUM
PROJ-0267,100.0,23.5,67.7,40.0,3,2,51.9,3,4,Mobile,5,2,54.6,MEDIUM
PROJ-0268,79.8,16.0,75.7,64.3,10,3,63.9,37,3,Web,28,18,62.0,MEDIUM
PROJ-0269,71.4,14.9,,50.0,14,4,33.5,37,3,IoT,28,14,47.8,MEDIUM
PROJ-0270,85.0,22.6,74.6,96.0,1,0,66.0,34,3,Web,25,24,59.6,LOW
PROJ-0271,70.9,17.8,70.6,71.4,2,0,59.0,38,6,AI,7,5,70.8,LOW
PROJ-0272,82.8,16.3,71.6,100.0,0,2,62.6,39,4,IoT,11,11,75.9,LOW
PROJ-0273,68.4,6.8,45.9,22.2,7,5,12.0,20,5,Web,9,2,46.9,HIGH
PROJ-0274,84.4,7.0,98.9,85.7,3,2,66.1,68,4,Web,21,18,57.8,LOW
PROJ-0275,69.9,10.5,68.1,70.6,5,3,47.1,7,6,Web,17,12,32.5,MEDIUM
PROJ-0276,79.5,1.0,63.6,46.2,7,4,42.0,27,3,Web,13,6,51.0,MEDIUM
PROJ-0277,100.0,24.3,60.4,88.9,1,0,77.5,64,4,Mobile,9,8,95.8,LOW
PROJ-0278,71.4,17.1,68.6,45.5,6,1,39.0,18,1,IoT,11,5,49.9,MEDIUM
PROJ-0279,53.0,17.3,41.7,33.3,4,4,25.6,29,1,Research,6,2,32.3,HIGH
PROJ-0280,71.6,19.2,74.2,52.2,11,2,67.2,57,2,IoT,23,12,74.7,LOW
PROJ-0281,65.8,4.0,,33.3,12,6,35.6,21,7,Mobile,18,6,14.2,HIGH
PROJ-0282,62.0,16.1,52.2,40.0,3,3,14.3,29,1,Mobile,5,2,28.3,HIGH
PROJ-0283,72.2,13.9,75.0,69.2,4,0,59.5,53,5,Web,13,9,,LOW
PROJ-0284,68.3,17.3,68.5,30.8,18,0,78.4,43,3,Research,26,8,78.3,LOW
PROJ-0285,78.7,28.4,83.6,66.7,9,0,42.6,19,6,IoT,27,18,81.9,LOW
PROJ-0286,68.7,4.1,67.7,0.0,8,3,27.7,21,5,AI,8,0,11.7,HIGH
PROJ-0287,69.6,16.8,75.8,78.9,4,4,,44,2,Web,19,15,67.7,LOW
PROJ-0288,85.5,8.5,57.3,40.0,15,1,42.1,16,3,IoT,25,10,48.7,MEDIUM
PROJ-0289,58.6,10.3,62.7,64.0,9,1,25.0,27,5,Research,25,16,55.3,MEDIUM
PROJ-0290,84.5,19.9,81.8,70.0,6,1,66.9,74,6,Research,20,14,73.0,LOW
PROJ-0291,96.8,22.8,82.0,90.0,2,0,74.6,28,3,Research,20,18,98.7,LOW
PROJ-0292,86.0,19.7,49.8,50.0,14,2,67.3,28,2,Web,28,14,35.1,MEDIUM
PROJ-0293,64.1,10.6,32.8,40.9,13,5,61.6,37,3,Web,22,9,25.5,MEDIUM
PROJ-0294,71.0,16.0,63.7,50.0,13,2,58.1,30,4,AI,26,13,52.3,MEDIUM
PROJ-0295,74.4,13.6,49.1,55.2,13,3,32.9,36,4,Web,29,16,28.7,MEDIUM
PROJ-0296,81.8,20.9,80.4,88.5,3,1,37.9,58,5,AI,26,23,40.5,LOW
PROJ-0297,94.6,6.0,70.3,42.9,4,1,41.3,34,2,Mobile,7,3,44.0,MEDIUM
PROJ-0298,81.0,9.0,53.7,44.4,10,4,48.0,24,5,IoT,18,8,21.4,MEDIUM
PROJ-0299,50.6,11.5,32.0,12.0,22,7,14.2,28,7,Research,25,3,21.8,HIGH
PROJ-0300,89.6,16.2,67.8,82.4,3,1,65.1,58,5,AI,17,14,77.2,LOW
PROJ-0301,71.4,25.7,73.8,66.7,5,0,82.2,59,7,Mobile,15,10,51.2,LOW
PROJ-0302,59.0,19.5,76.9,76.2,5,1,66.7,18,7,IoT,21,16,63.3,LOW
PROJ-0303,81.5,14.7,64.2,52.0,12,2,,44,2,Mobile,25,13,,MEDIUM
PROJ-0304,74.4,,55.8,53.8,6,1,63.5,49,7,IoT,13,7,53.2,LOW
PROJ-0305,84.1,19.4,85.6,22.2,14,3,49.9,1,5,AI,18,4,57.8,MEDIUM
PROJ-0306,66.5,10.1,51.2,3.8,25,4,53.6,29,3,Research,26,1,35.3,HIGH
PROJ-0307,50.5,11.4,42.7,25.0,18,8,40.7,61,5,IoT,24,6,37.7,HIGH
PROJ-0308,100.0,19.9,65.1,34.8,15,3,51.2,47,6,AI,23,8,50.1,MEDIUM
PROJ-0309,87.9,23.1,78.2,53.3,7,0,49.4,46,2,Web,15,8,84.3,LOW
PROJ-0310,68.1,20.0,67.4,55.0,9,3,37.8,1,1,Research,20,11,52.6,MEDIUM
PROJ-0311,87.2,24.0,41.7,50.0,5,4,20.0,21,4,Mobile,10,5,26.5,MEDIUM
PROJ-0312,55.7,2.9,40.6,23.8,16,6,48.8,18,2,Mobile,21,5,64.9,HIGH
PROJ-0313,77.9,18.1,52.5,61.1,7,5,66.7,1,5,Research,18,11,60.3,MEDIUM
PROJ-0314,65.9,12.1,61.5,40.0,6,0,34.5,12,2,Research,10,4,18.9,HIGH
PROJ-0315,77.7,26.7,76.9,80.0,1,1,85.5,12,5,Research,5,4,71.9,LOW
PROJ-0316,72.0,22.0,85.1,68.4,6,0,68.7,20,2,AI,19,13,75.2,LOW
PROJ-0317,80.1,17.7,,44.0,14,2,46.3,40,2,IoT,25,11,47.7,MEDIUM
PROJ-0318,77.8,21.2,43.4,71.4,2,2,43.8,18,2,IoT,7,5,26.7,MEDIUM
PROJ-0319,57.2,5.3,59.3,35.0,13,8,17.2,32,2,Mobile,20,7,0.0,HIGH
PROJ-0320,,16.8,68.0,13.0,20,1,42.8,8,5,Web,23,3,33.8,HIGH
PROJ-0321,73.8,9.7,36.9,30.0,14,5,,39,5,Mobile,20,6,24.7,HIGH
PROJ-0322,67.9,11.2,,0.0,8,5,33.9,31,1,Research,8,0,31.5,HIGH
PROJ-0323,69.6,5.6,66.8,50.0,4,6,58.5,19,7,Mobile,8,4,63.2,MEDIUM
PROJ-0324,64.6,14.5,53.7,60.0,6,3,43.0,44,3,Research,15,9,56.0,MEDIUM
PROJ-0325,97.5,18.6,70.4,69.2,8,0,,35,3,Web,26,18,52.7,LOW
PROJ-0326,,10.6,99.5,78.3,5,1,82.9,58,5,IoT,23,18,68.1,LOW
PROJ-0327,68.9,23.4,,50.0,9,6,41.7,27,5,AI,18,9,34.9,MEDIUM
PROJ-0328,77.1,22.8,71.1,40.0,3,1,57.1,26,1,Research,5,2,62.4,LOW
PROJ-0329,43.6,1.0,51.0,32.0,17,4,53.5,28,7,Mobile,25,8,6.2,HIGH
PROJ-0330,48.5,6.0,65.0,9.1,10,2,18.5,16,7,IoT,11,1,32.9,HIGH
PROJ-0331,52.5,16.4,21.4,12.5,7,3,2.8,15,1,Mobile,8,1,51.0,HIGH
PROJ-0332,85.3,24.4,59.8,81.8,2,1,71.9,29,6,IoT,11,9,52.3,LOW
PROJ-0333,66.9,10.7,66.0,23.5,13,5,40.3,1,3,Web,17,4,23.4,HIGH
PROJ-0334,66.3,22.7,84.4,69.0,9,2,56.3,60,2,AI,29,20,84.3,LOW
PROJ-0335,67.8,29.2,81.4,60.0,8,1,56.3,75,4,Mobile,20,12,54.0,LOW
PROJ-0336,,20.3,72.5,85.7,4,2,76.9,46,2,Research,28,24,50.2,LOW
PROJ-0337,78.9,15.0,67.5,69.2,8,3,96.9,67,2,AI,26,18,51.3,LOW
PROJ-0338,77.9,22.2,67.7,83.3,1,0,92.2,39,1,Research,6,5,35.5,LOW
PROJ-0339,70.8,13.1,35.3,0.0,5,4,34.0,23,4,Mobile,5,0,26.6,HIGH
PROJ-0340,87.5,30.3,90.5,54.5,10,1,70.2,83,3,AI,22,12,66.3,LOW
PROJ-0341,60.1,10.8,35.3,31.6,13,3,9.8,29,7,Mobile,19,6,15.4,HIGH
PROJ-0342,56.2,6.6,77.3,40.7,16,4,32.7,7,4,Research,27,11,35.7,HIGH
PROJ-0343,90.4,18.7,81.3,89.7,3,0,72.8,49,2,AI,29,26,71.0,LOW
PROJ-0344,57.6,16.0,69.3,57.1,6,3,28.6,28,7,IoT,14,8,73.2,MEDIUM
PROJ-0345,,10.3,9.9,21.1,15,1,41.5,14,1,IoT,19,4,27.2,HIGH
PROJ-0346,58.4,11.1,66.5,20.0,4,4,47.6,21,6,Web,5,1,11.2,HIGH
PROJ-0347,80.0,6.2,48.0,16.7,5,2,35.6,3,4,Web,6,1,39.0,HIGH
PROJ-0348,63.7,14.2,63.3,42.9,12,4,71.7,14,3,Web,21,9,39.5,MEDIUM
PROJ-0349,74.1,11.3,50.0,30.0,14,1,54.2,29,3,IoT,20,6,34.2,MEDIUM
PROJ-0350,,16.2,75.7,61.5,10,2,18.6,45,5,IoT,26,16,60.4,MEDIUM
PROJ-0351,58.8,18.8,60.9,37.5,10,5,90.4,42,3,IoT,16,6,46.5,MEDIUM
PROJ-0352,64.6,4.4,78.7,8.3,11,4,8.6,42,3,Research,12,1,34.0,HIGH
PROJ-0353,71.1,11.8,80.8,80.0,1,2,68.4,49,7,AI,5,4,52.7,LOW
PROJ-0354,79.9,24.8,81.4,62.5,9,1,74.9,26,5,IoT,24,15,82.7,LOW
PROJ-0355,53.9,7.2,43.4,23.1,10,5,43.7,3,7,Web,13,3,6.9,HIGH
PROJ-0356,100.0,14.6,80.3,92.3,2,1,72.2,44,4,IoT,26,24,68.2,LOW
PROJ-0357,59.4,17.2,55.0,50.0,7,0,52.2,63,7,Mobile,14,7,36.6,MEDIUM
PROJ-0358,85.1,25.0,68.0,85.7,3,0,70.6,37,2,Mobile,21,18,92.4,LOW
PROJ-0359,79.8,,86.0,66.7,5,0,73.3,72,1,AI,15,10,72.5,LOW
PROJ-0360,63.9,18.4,86.4,69.2,8,1,84.9,35,1,Research,26,18,85.8,MEDIUM
PROJ-0361,79.5,19.9,74.5,33.3,4,0,60.4,51,6,IoT,6,2,68.5,LOW
PROJ-0362,83.0,8.7,71.1,60.0,8,2,74.2,76,6,Mobile,20,12,,LOW
PROJ-0363,47.3,16.1,39.6,33.3,6,2,36.5,25,5,IoT,9,3,26.8,HIGH
PROJ-0364,75.0,12.4,90.0,40.0,3,4,33.3,51,7,Mobile,5,2,46.7,MEDIUM
PROJ-0365,94.5,19.1,81.9,83.3,3,2,54.8,44,3,IoT,18,15,43.5,LOW
PROJ-0366,74.5,18.3,83.1,65.4,9,1,22.8,50,6,AI,26,17,56.2,MEDIUM
PROJ-0367,70.5,16.8,78.0,50.0,5,2,87.4,68,2,Research,10,5,56.9,LOW
PROJ-0368,64.4,24.3,80.8,46.4,15,1,92.4,22,1,Research,28,13,78.3,LOW
PROJ-0369,86.9,19.7,52.1,47.4,10,0,99.7,34,5,Research,19,9,69.5,LOW
PROJ-0370,53.5,15.9,46.6,40.0,15,3,42.5,64,5,Web,25,10,6.7,HIGH
PROJ-0371,72.1,13.1,58.1,8.3,11,1,49.6,49,1,IoT,12,1,14.5,HIGH
PROJ-0372,61.0,7.8,52.1,40.0,9,8,37.9,1,1,AI,15,6,32.4,HIGH
PROJ-0373,99.7,37.2,,40.0,9,0,72.1,1,5,Research,15,6,72.6,LOW
PROJ-0374,84.4,9.9,87.3,22.2,7,2,75.1,28,1,Research,9,2,25.8,MEDIUM
PROJ-0375,96.4,14.3,58.2,44.4,5,5,46.7,8,5,Web,9,4,41.0,MEDIUM
PROJ-0376,61.2,,42.9,20.0,20,5,20.0,26,2,IoT,25,5,38.7,HIGH
PROJ-0377,76.0,5.3,60.8,35.7,9,3,53.6,9,7,Mobile,14,5,58.6,MEDIUM
PROJ-0378,66.8,16.4,76.8,57.1,6,2,63.4,27,7,AI,14,8,61.1,LOW
PROJ-0379,71.8,17.1,69.2,63.6,4,2,41.8,51,7,IoT,11,7,57.4,LOW
PROJ-0380,60.5,6.2,34.1,18.2,9,6,30.7,30,6,Research,11,2,22.8,HIGH
PROJ-0381,60.9,7.6,62.5,42.9,4,7,42.9,1,7,Mobile,7,3,40.2,HIGH
PROJ-0382,55.4,1.0,52.8,33.3,12,4,0.9,43,4,Web,18,6,47.0,HIGH
PROJ-0383,72.7,27.8,98.2,68.2,7,4,75.4,58,3,Research,22,15,24.0,MEDIUM
PROJ-0384,67.6,9.2,84.9,71.4,2,3,,30,2,Web,7,5,28.5,MEDIUM
PROJ-0385,86.9,26.9,71.4,57.9,8,1,76.6,13,6,AI,19,11,72.6,LOW
PROJ-0386,81.0,23.6,77.9,88.9,2,1,76.1,27,5,AI,18,16,55.7,LOW
PROJ-0387,71.7,1.0,58.4,6.7,14,3,,52,5,AI,15,1,28.0,HIGH
PROJ-0388,82.2,18.8,73.1,66.7,2,1,68.0,27,1,Web,6,4,76.5,LOW
PROJ-0389,76.2,23.8,72.3,53.3,7,0,62.9,61,7,Web,15,8,53.7,LOW
PROJ-0390,70.3,6.4,73.3,37.5,5,1,35.7,24,7,Mobile,8,3,39.8,MEDIUM
PROJ-0391,74.7,20.5,79.7,58.3,10,0,42.1,43,1,AI,24,14,81.7,LOW
PROJ-0392,77.2,14.7,10.8,16.7,5,5,44.2,15,6,IoT,6,1,34.3,HIGH
PROJ-0393,78.9,14.0,63.3,23.8,16,4,48.1,37,1,AI,21,5,39.1,MEDIUM
PROJ-0394,75.5,23.3,72.4,57.1,6,1,75.2,48,3,Mobile,14,8,79.6,LOW
PROJ-0395,88.3,25.5,64.3,55.6,12,1,67.4,89,2,IoT,27,15,60.0,LOW
PROJ-0396,73.1,18.0,69.9,36.4,14,1,50.5,1,7,Research,22,8,48.6,MEDIUM
PROJ-0397,75.6,29.5,83.8,56.0,11,0,76.3,20,1,IoT,25,14,58.7,LOW
PROJ-0398,87.8,16.9,83.7,35.7,18,1,58.4,52,3,Web,28,10,73.1,LOW
PROJ-0399,55.3,9.8,56.4,35.7,9,2,16.7,39,2,Web,14,5,29.6,HIGH
PROJ-0400,62.2,9.4,46.9,50.0,3,4,54.8,36,7,IoT,6,3,52.7,MEDIUM
PROJ-0401,92.0,17.1,85.1,60.0,2,1,,33,5,Mobile,5,3,48.4,LOW
PROJ-0402,,3.7,35.0,30.0,7,2,35.9,28,7,Mobile,10,3,45.4,HIGH
PROJ-0403,86.6,19.7,66.4,61.1,7,1,68.4,68,2,Research,18,11,81.4,LOW
PROJ-0404,86.2,14.3,77.5,27.3,8,5,22.0,58,5,AI,11,3,57.2,MEDIUM
PROJ-0405,66.4,6.4,76.8,53.6,13,3,26.3,45,5,Web,28,15,18.3,HIGH
PROJ-0406,,12.9,62.2,30.8,9,1,76.5,25,1,AI,13,4,73.6,MEDIUM
PROJ-0407,67.4,12.9,78.8,66.7,2,4,39.2,34,7,IoT,6,4,40.6,MEDIUM
PROJ-0408,77.6,23.3,68.5,83.3,4,0,71.0,58,2,Mobile,24,20,93.5,LOW
PROJ-0409,100.0,19.1,64.4,62.5,9,2,59.2,49,5,IoT,24,15,81.9,LOW
PROJ-0410,79.2,8.7,64.2,43.5,13,2,48.8,17,3,Web,23,10,18.8,MEDIUM
PROJ-0411,79.2,14.5,72.3,75.0,2,1,84.6,50,7,Web,8,6,46.8,LOW
PROJ-0412,85.1,13.9,67.6,40.7,16,3,38.8,51,5,IoT,27,11,30.1,MEDIUM
PROJ-0413,57.4,12.8,66.1,40.0,15,3,66.2,49,6,Web,25,10,,MEDIUM
PROJ-0414,64.0,15.7,,72.0,7,1,74.4,56,4,Research,25,18,50.0,LOW
PROJ-0415,89.1,16.7,63.1,50.0,10,0,36.1,53,7,Mobile,20,10,54.0,LOW
PROJ-0416,43.0,15.2,40.7,44.4,10,6,44.0,34,7,AI,18,8,13.0,HIGH
PROJ-0417,81.3,25.4,68.6,72.4,8,3,55.4,54,4,Web,29,21,,LOW
PROJ-0418,53.2,11.6,20.7,28.0,18,2,2.2,3,4,Mobile,25,7,0.0,HIGH
PROJ-0419,47.3,5.1,55.2,33.3,6,2,42.5,26,2,Web,9,3,35.1,HIGH
PROJ-0420,90.2,10.3,76.1,25.0,18,4,41.6,90,2,Mobile,24,6,32.4,MEDIUM
PROJ-0421,79.7,12.4,43.6,60.0,2,2,47.5,14,4,Web,5,3,37.4,MEDIUM
PROJ-0422,,9.1,61.0,40.0,12,1,79.8,25,1,Web,20,8,41.3,MEDIUM
PROJ-0423,79.7,3.4,73.0,46.2,7,5,49.3,1,1,Web,13,6,60.9,MEDIUM
PROJ-0424,98.4,28.8,40.0,75.0,2,1,66.4,50,5,IoT,8,6,60.9,LOW
PROJ-0425,70.1,7.3,64.0,45.8,13,3,50.6,26,6,Research,24,11,17.6,MEDIUM
PROJ-0426,50.6,2.1,25.9,0.0,18,8,56.8,40,7,Mobile,18,0,36.4,HIGH
PROJ-0427,85.8,11.0,79.3,70.8,7,1,78.8,31,2,IoT,24,17,61.0,LOW
PROJ-0428,80.3,20.2,52.1,66.7,2,1,82.1,54,1,AI,6,4,84.4,LOW
PROJ-0429,72.8,13.2,13.4,15.0,17,4,39.1,51,2,IoT,20,3,32.3,HIGH
PROJ-0430,92.1,17.6,70.8,92.9,1,0,45.7,43,1,IoT,14,13,66.8,LOW
PROJ-0431,64.9,27.0,73.4,42.1,11,1,48.9,47,7,Web,19,8,55.4,LOW
PROJ-0432,46.9,14.0,41.2,23.8,16,4,72.5,1,7,Web,21,5,40.4,HIGH
PROJ-0433,66.3,19.6,83.6,13.6,19,3,62.4,36,2,Mobile,22,3,71.6,MEDIUM
PROJ-0434,51.4,14.5,,50.0,4,2,86.8,38,1,AI,8,4,43.2,MEDIUM
PROJ-0435,69.1,11.4,54.2,40.0,12,0,66.5,19,3,AI,20,8,52.0,MEDIUM
PROJ-0436,75.3,20.9,61.1,50.0,5,1,8.2,1,4,Web,10,5,22.8,MEDIUM
PROJ-0437,88.4,15.8,36.2,63.6,4,3,50.2,29,6,IoT,11,7,47.1,MEDIUM
PROJ-0438,77.1,13.2,38.8,16.7,10,3,67.6,1,5,Mobile,12,2,31.6,HIGH
PROJ-0439,96.5,18.7,67.3,95.0,1,1,54.6,44,1,IoT,20,19,79.2,LOW
PROJ-0440,71.5,10.0,60.5,50.0,4,5,35.6,11,1,Mobile,8,4,57.7,MEDIUM
PROJ-0441,44.6,8.6,51.5,0.0,5,5,53.3,36,1,Mobile,5,0,9.2,HIGH
PROJ-0442,79.8,11.6,71.4,50.0,3,1,84.6,24,4,Web,6,3,88.3,LOW
PROJ-0443,83.9,16.1,59.5,40.0,3,0,,31,7,AI,5,2,52.2,MEDIUM
PROJ-0444,73.1,16.5,73.2,50.0,10,2,56.9,1,3,AI,20,10,69.1,MEDIUM
PROJ-0445,74.5,,99.5,66.7,3,2,80.1,53,2,AI,9,6,77.1,LOW
PROJ-0446,85.4,16.4,60.4,50.0,3,1,54.4,77,2,Research,6,3,82.1,LOW
PROJ-0447,64.7,17.9,79.5,12.5,7,3,39.3,1,4,Web,8,1,48.3,MEDIUM
PROJ-0448,68.5,14.8,33.4,42.3,15,5,,25,2,Research,26,11,31.0,HIGH
PROJ-0449,63.3,24.5,79.2,65.5,10,1,95.5,37,7,Web,29,19,65.2,LOW
PROJ-0450,78.7,24.0,68.6,66.7,3,2,72.2,52,1,AI,9,6,44.3,LOW
PROJ-0451,56.5,18.0,59.1,47.4,10,1,30.8,25,4,AI,19,9,30.6,MEDIUM
PROJ-0452,78.0,9.2,68.5,45.5,6,4,35.2,26,4,IoT,11,5,3.7,HIGH
PROJ-0453,63.1,16.4,42.9,12.5,14,10,21.6,51,6,Web,16,2,37.1,HIGH
PROJ-0454,72.3,23.5,51.6,37.5,5,0,71.3,54,3,Web,8,3,73.1,LOW
PROJ-0455,64.7,18.2,91.6,14.3,18,5,44.4,15,5,IoT,21,3,8.7,HIGH
PROJ-0456,81.9,20.4,86.4,60.0,2,0,82.1,33,4,Web,5,3,37.6,LOW
PROJ-0457,82.3,16.8,42.8,30.8,9,4,79.9,49,1,Web,13,4,34.0,MEDIUM
PROJ-0458,73.9,27.4,81.6,50.0,14,2,41.3,38,7,AI,28,14,70.4,MEDIUM
PROJ-0459,77.6,3.9,54.1,12.5,14,6,25.1,37,7,AI,16,2,8.5,HIGH
PROJ-0460,96.5,23.3,84.6,100.0,0,0,75.5,33,3,AI,5,5,76.0,LOW
PROJ-0461,74.9,26.8,78.0,55.6,4,1,54.9,32,5,Web,9,5,51.6,LOW
PROJ-0462,93.1,19.6,82.3,81.2,3,1,,22,3,Mobile,16,13,81.9,LOW
PROJ-0463,99.0,17.8,100.0,91.3,2,0,67.6,49,6,AI,23,21,38.0,LOW
PROJ-0464,65.8,8.3,48.0,46.2,14,4,48.8,48,6,AI,26,12,34.2,MEDIUM
PROJ-0465,78.9,24.5,70.3,58.3,5,3,39.6,63,4,Web,12,7,36.0,MEDIUM
PROJ-0466,67.9,10.8,33.9,28.6,10,5,21.9,23,6,Mobile,14,4,17.6,HIGH
PROJ-0467,92.3,18.9,77.0,60.0,2,2,62.0,67,2,AI,5,3,,MEDIUM
PROJ-0468,,10.1,35.0,14.3,6,5,30.5,14,2,Mobile,7,1,37.6,HIGH
PROJ-0469,67.9,5.9,51.7,17.6,14,7,11.0,17,6,Web,17,3,22.8,HIGH
PROJ-0470,46.3,14.2,52.8,0.0,6,3,43.4,8,1,AI,6,0,18.4,HIGH
PROJ-0471,81.3,17.5,73.4,57.1,3,3,51.9,71,6,Mobile,7,4,37.8,MEDIUM
PROJ-0472,59.4,17.6,48.0,41.4,17,3,64.7,43,2,Mobile,29,12,56.3,MEDIUM
PROJ-0473,100.0,22.4,97.7,82.8,5,2,65.9,54,4,Research,29,24,57.8,LOW
PROJ-0474,41.7,18.5,47.8,60.0,4,3,64.1,33,5,Research,10,6,49.2,MEDIUM
PROJ-0475,83.6,12.0,71.1,35.7,9,2,74.5,31,4,AI,14,5,53.6,MEDIUM
PROJ-0476,84.6,8.7,61.2,58.3,5,0,44.9,24,3,IoT,12,7,69.0,MEDIUM
PROJ-0477,85.7,23.6,82.5,43.8,9,4,57.7,39,1,Mobile,16,7,35.7,MEDIUM
PROJ-0478,83.4,11.8,47.3,65.4,9,3,58.5,46,1,AI,26,17,29.3,MEDIUM
PROJ-0479,83.7,10.8,78.7,80.0,4,0,71.5,25,4,Web,20,16,64.0,LOW
PROJ-0480,82.8,17.2,85.7,50.0,12,1,91.4,37,6,IoT,24,12,75.5,LOW
PROJ-0481,73.0,7.1,59.2,42.9,4,7,36.1,5,1,Mobile,7,3,18.2,HIGH
PROJ-0482,61.4,15.4,46.0,0.0,9,5,24.4,7,6,Research,9,0,62.4,HIGH
PROJ-0483,73.7,16.2,77.3,38.1,13,1,91.8,34,6,Mobile,21,8,88.1,LOW
PROJ-0484,71.5,11.6,64.4,66.7,6,5,27.4,30,7,IoT,18,12,50.9,MEDIUM
PROJ-0485,75.6,3.4,72.7,25.0,15,3,20.2,12,6,Mobile,20,5,49.7,HIGH
PROJ-0486,58.5,8.4,60.6,47.1,9,6,6.6,19,7,Web,17,8,62.2,HIGH
PROJ-0487,79.0,27.0,94.1,60.0,2,0,43.7,65,1,Research,5,3,80.2,LOW
PROJ-0488,70.1,,52.6,40.0,3,2,63.2,13,3,Mobile,5,2,51.9,MEDIUM
PROJ-0489,87.7,,75.4,62.5,6,1,91.0,64,5,AI,16,10,66.5,LOW
PROJ-0490,99.5,12.0,50.9,83.3,1,3,68.6,39,4,AI,6,5,51.6,LOW
PROJ-0491,81.8,11.9,66.7,66.7,5,1,69.4,51,6,Mobile,15,10,38.1,LOW
PROJ-0492,76.2,29.0,82.4,92.6,2,1,69.3,54,1,IoT,27,25,80.8,LOW
PROJ-0493,84.4,25.4,68.3,73.7,5,0,69.8,75,3,Mobile,19,14,21.7,LOW
PROJ-0494,42.6,1.0,84.1,57.9,8,1,44.4,34,7,Web,19,11,56.9,MEDIUM
PROJ-0495,89.7,13.1,92.4,80.0,4,2,74.7,83,7,Mobile,20,16,,LOW
PROJ-0496,67.0,6.7,38.8,50.0,3,3,40.7,6,1,Mobile,6,3,9.2,HIGH
PROJ-0497,57.3,29.7,70.1,58.3,5,2,86.2,36,2,Web,12,7,63.5,LOW
PROJ-0498,82.1,19.2,90.6,52.6,9,1,53.8,25,4,AI,19,10,66.4,LOW
PROJ-0499,90.8,32.5,75.1,58.3,5,0,48.3,58,7,AI,12,7,76.7,LOW
PROJ-0500,62.9,13.6,27.5,57.1,3,3,6.6,22,4,IoT,7,4,52.0,HIGH
PROJ-0501,43.1,1.0,53.1,41.7,7,4,25.8,37,2,Research,12,5,15.1,HIGH
PROJ-0502,63.3,5.8,68.4,23.5,13,2,53.4,42,3,AI,17,4,14.2,HIGH
PROJ-0503,97.5,22.2,,70.6,5,0,66.2,66,5,AI,17,12,69.8,LOW
PROJ-0504,65.1,18.4,40.8,27.8,13,3,44.6,46,3,Web,18,5,11.6,HIGH
PROJ-0505,98.1,13.9,65.9,60.0,6,1,85.5,39,1,AI,15,9,78.8,LOW
PROJ-0506,92.6,23.0,65.3,66.7,3,1,51.3,41,4,Mobile,9,6,53.0,LOW
PROJ-0507,81.8,21.9,59.8,58.6,12,0,61.8,52,6,Web,29,17,59.6,LOW
PROJ-0508,92.3,21.4,73.7,61.5,5,0,59.0,67,2,Research,13,8,92.4,LOW
PROJ-0509,77.3,12.3,69.5,88.9,1,2,81.4,18,2,Research,9,8,79.9,LOW
PROJ-0510,48.5,9.8,64.9,31.2,11,5,62.7,40,1,Web,16,5,34.0,MEDIUM
PROJ-0511,48.5,1.0,40.6,9.1,10,4,,22,4,Mobile,11,1,44.5,HIGH
PROJ-0512,77.2,10.1,59.2,28.6,5,2,58.2,28,7,Web,7,2,41.4,MEDIUM
PROJ-0513,79.2,,91.1,35.0,13,1,61.6,41,7,Mobile,20,7,60.5,MEDIUM
PROJ-0514,100.0,26.5,64.2,63.6,4,0,84.9,18,5,Research,11,7,58.3,LOW
PROJ-0515,80.1,24.5,97.8,68.8,5,0,42.8,56,1,Mobile,16,11,45.9,LOW
PROJ-0516,75.8,25.5,82.9,78.3,5,0,89.0,38,1,Mobile,23,18,87.0,LOW
PROJ-0517,86.2,16.9,81.8,25.0,15,6,38.5,29,7,AI,20,5,33.5,MEDIUM
PROJ-0518,67.4,15.5,98.2,80.0,5,0,47.1,25,4,Research,25,20,75.7,LOW
PROJ-0519,100.0,32.1,56.6,72.2,5,0,73.6,45,1,Mobile,18,13,69.5,LOW
PROJ-0520,50.7,15.3,39.2,0.0,5,2,52.0,44,5,Research,5,0,5.3,HIGH
PROJ-0521,47.1,11.8,52.4,11.1,8,0,17.2,1,1,Web,9,1,6.6,HIGH
PROJ-0522,87.1,9.3,54.1,30.8,18,3,57.1,22,7,IoT,26,8,36.6,HIGH
PROJ-0523,53.0,36.2,58.8,89.3,3,0,100.0,61,6,AI,28,25,57.7,LOW
PROJ-0524,81.1,14.5,63.9,36.4,7,4,32.4,33,4,AI,11,4,47.0,MEDIUM
PROJ-0525,81.0,12.2,71.5,38.5,8,2,58.3,17,1,AI,13,5,51.6,MEDIUM
PROJ-0526,73.8,28.2,55.3,77.8,6,2,67.0,26,7,IoT,27,21,82.5,LOW
PROJ-0527,85.7,6.2,53.6,11.8,15,1,37.1,29,1,AI,17,2,35.1,HIGH
PROJ-0528,75.8,1.0,69.2,66.7,8,2,42.5,29,1,AI,24,16,54.2,MEDIUM
